token	normalised
fecit	fecit
uias	uias
suas	suas
moysi	moysi
filiis	filiis

isr̃l	israhel
uolũtates	uoluntates
suas	suas
Miserator	Miserator
	et
misericors	misericors
dñs	dominus
longanimis	longanimis
	et
multum	multum
misericors	misericors
Non	Non
im	im
perpetuum	perpetuum
irascetur	irascetur
neq	neque
in	in
et͛num	eternum
cõminabitur	comminabitur
Non	Non
scd̃m	secundum
pcc̃a	peccata
nr̃a	nostra
fecit	fecit
nobis	nobis

nobis	nobis
iniquitates	iniquitates
nr̃as	nostras
Quomodo	Quomodo
miseretur	miseretur
p̃r	pater
filioꝝ	filiorum
misertus	misertus
est	est
dñs	dominus
tim̃tib	timentibus
se	se
qm̃	quoniam
ip̃e	ipse
cognouit	cognouit
figmentum	figmentum
nr̃m	nostrum
Recordatus	Recordatus
est	est
qm̃	quoniam
puluis	puluis
sumus	sumus
homo	homo
sicut	sicut
fenum	fenum

dies	dies
ei᷒	eius
tanqͣm	tanquam
flos	flos
agri	agri
sic	sic
efflorebit	efflorebit
Q̃m	Quoniam
sp̃s	spiritus
pertͣnsibit	pertransibit
in	in
illo	illo
	et
ñ	non
subsistet	subsistet
	et
ñ	non
cognoscet	cognoscet
amplius	amplius
locum	locum
suum	suum
Miscd̃ia	Misericordia
autem	autem
dñi	domini
ab	ab

eterno	eterno
	et
usq	usque
in	in
et͛num	eternum
sr̃	super
tim̃tes	timentes
eum	eum
Et	Et
iusticia	iusticia
illi᷒	illius
in	in
filios	filios
filioꝝ	filiorum
his	his
qui	qui
seruant	seruant
testam̃tum	testamentum
eius	eius
Et	Et
memores	memores
sunt	sunt
mandatoꝝ	mandatorum
ip̃ius	ipsius
ad	ad

faciendum	faciendum
ea	ea
Dominus	Dominus
in	in
celo	celo
parauit	parauit
sedem	sedem
suam	suam
	et
regnum	regnum
ip̃ius	ipsius
õib	omnibus
dñabitur	dominabitur
Benedicite	Benedicite
dño	domino
om̃s	omnes
angl̃i	angeli
ei᷒	eius
potentes	potentes
uirtute	uirtute
facientes	facientes
u͛bum	uerbum
illius	illius
ad	ad
audiendã	audiendam

uocem	uocem
sermonum	sermonum
eius	eius
Benedicite	Benedicite
dño	domino
om̃s	omnes
uirtutes	uirtutes
eius	eius
ministri	ministri
eius	eius
qui	qui
facitis	facitis
uoluntatem	uoluntatem
eius	eius
Benedicite	Benedicite
dño	domino
õia	omnia
oꝑa	opera
eius	eius
in	in
õi	omni
loco	loco
dñationis	dominationis
eius	eius
bñdic	benedic

aĩa	anima
mea	mea
dño	domino
Benedic	Benedic
anima	anima
mea	mea
domino	domino
dñe	domine
deus	deus
meus	meus
magnificatus	magnificatus
es	es
uehemẽter	uehementer
Confessionem	Confessionem
	et
decorem	decorem
induisti	induisti
amictus	amictus
lumine	lumine
sicut	sicut
uestim̃to	uestimento
Extendens	Extendens
celum	celum
sicut	sicut
pellẽ	pellem

Nõ	Non
ĩ	in
medio	medio
domus	domus
mee	mee
qui	qui
facit	facit
superbiam	superbiam
ꝗ	qui
loꝗtur	loquitur
iniqua	iniqua
non	non
direxit	direxit
in	in
cõspectu	conspectu
oculoꝝ	oculorum
meoꝝ	meorum
In	In
matutino	matutino
ĩt͛ficiebam	interficiebam
omnes	omnes
pcc̃ores	peccatores
terre	terre
ut	ut
disꝑderẽ	disperderem

tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam
In	In
qͣcunq	quacunque
die	die
inuocauero	inuocauero
te	te
uelocit͛	uelociter
exaudi	exaudi
me	me
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fum᷒	fumus
dies	dies
mei	mei
	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium

aruerunt	aruerunt
Percuss᷒	Percussus
sum	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meũ	meum
qͥa	quia
oblitus	oblitus
sum	sum
comedere	comedere
panẽ	panem
meũ	meum
A	A
uoce	uoce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
Fimilis	Fimilis

sicfc̃s	sicfactus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
fc̃s	factus
sũ	sum
sicut	sicut
nicticoraus	nicticoraus
ĩ	in
domicilio	domicilio
Vigilaui	Vigilaui
	et
fc̃us	factus
sum	sum
sic̃	sicut
passer	passer
sollitarius	sollitarius
in	in
tecto	tecto
Tota	Tota
die	die
exprobant	exprobant
mͥ	michi
inimici	inimici
mei	mei

	et
qui	qui
laudabant	laudabant
me	me
adu͛sum	aduersum
iurabant	iurabant
Quia	Quia
cinerẽ	cinerem
tanquam	tanquam
panem	panem
manducabam	manducabam
	et
potũ	potum
meum	meum
cũ	cum
fletu	fletu
missebam	missebam
A	A
facie	facie
ire	ire
tue	tue
indignationis	indignationis
tue	tue
	quia
eleuans	eleuans

allisisti	allisisti
me	me
Dies	Dies
mei	mei
sicut	sicut
unbra	unbra
declinauerunt	declinauerunt
et	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui
Tu	Tu
autem	autem
dñe	domine
in	in
eternũ	eternum
ꝑmanes	permanes
	et
memoriale	memoriale
tuum	tuum
ĩ	in
generatione	generatione
	et
generationem	generationem

Tu	Tu
exulgens	exulgens
dñe	domine
misereberis	misereberis
syon	syon
qͥa	quia
tẽpus	tempus
miserẽdi	miserendi
ei᷒	eius
quia	quia
uenit	uenit
tempus	tempus
Q̃n	Quoniam
placuerunt	placuerunt
seruus	seruus
tuus	tuus
lapides	lapides
ei᷒	eius
	et
t͛re	terre
ei᷒	eius
miserebunt͛	miserebunter
Et	Et
timebunt	timebunt
gentes	gentes

nomen	nomen
tuum	tuum
dñe	domine
	et
om̃s	omnes
reges	reges
t͛re	terre
gloriam	gloriam
tuam	tuam
Quia	Quia
edificauit	edificauit
dñs	dominus
syon	syon
	et
uidebit᷑	uidebitur
in	in
gloria	gloria
sua	sua
Respexit	Respexit
ĩ	in
orationem	orationem
humiliũ	humilium
	et
ñ	non
spreuit	spreuit

cem	precem
eoꝝ	eorum
Scribantur	Scribantur
hec	hec
ĩ	in
generatione	generatione
altera	altera
	et
ppl̃s	populus
qͥ	qui
creabit᷑	creabitur
lauda	lauda
bit	bit
dominum	dominum
Quia	Quia
prospexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dñs	dominus
de	de
celo	celo
in	in
terram	terram

aspexit	aspexit
Vt	Vt
audiret	audiret
gemitus	gemitus
ꝯpeditoꝝ	conpeditorum
ut	ut
solueret	solueret
filios	filios
interentorũ	interentorum
Vt	Vt
annũciant	annunciant
in	in
syon	syon
nomẽ	nomen
dñi	domini
	et
laudem	laudem
ei᷒	eius
ĩ	in
iherusalẽ	iherusalem
In	In
cõuertando	conuertando
ppl̃os	populos
ĩ	in
unũ	unum

	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatẽ	paucitatem
dierũ	dierum
meoꝝ	meorum
nuntia	nuntia
mͥ	michi
Nne	Nne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dierũ	dierum
meoꝝ	meorum
ĩ	in
generatione	generatione

	et
generationem	generationem
anni	anni
tui	tui
Initio	Initio
tu	tu
dñe	domine
t͛ram	terram
fundasti	fundasti
	et
oꝑa	opera
manuũ	manuum
tuarum	tuarum
sũt	sunt
celi	celi
Ipsi	Ipsi
ꝑibunt	peribunt
tu	tu
autem	autem
ꝑmanes	permanes
	et
om̃s	omnes
sicut	sicut
uestimẽtum	uestimentum
ueterascent	ueterascent

Et	Et
sicut	sicut
oꝑtoriũ	opertorium
mutabis	mutabis
eos	eos
	et
mutabunt᷑	mutabuntur
tu	tu
autẽ	autem
idem	idem
ipse	ipse
es	es
et	et
anni	anni
tui	tui
nõ	non
deficiẽt	deficient
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
habitabũt	habitabunt
	et
semen	semen
eoꝝ	eorum
ĩ	in

scl̃m	seculum
diriget᷑	dirigetur
Benedic	Benedic
anima	anima
mea	mea
domino	domino
et	et
õia	omnia
q	que
intra	intra
me	me
sunt	sunt
nõi	nomini
sc̃o	sancto
eius	eius
nem	nem
ueritas	ueritas
eius	eius
d̃d	dauid
Misericordiam	Misericordiam
	et
iudiciũ	iudicium
cantabo	cantabo
tibi	tibi
dñe	domine

Psallam	Psallam
	et
ĩtelligam	intelligam
ĩ	in
uia	uia
ĩmaculata	inmaculata
	et
quãdo	quando
uẽies	uenies
ad	ad
m̃	me
Perambulãt	Perambulant
ĩ	in
ĩnocentia	innocentia
cordis	cordis
mei	mei
ĩ	in
medio	medio
dom	domus
m̃e	mee
Non	Non
ꝓponebam	proponebam
ãte	ante
ocl̃os	oculos
meos	meos

rem	rem
ĩistam	inistam
facientes	facientes
uaricãtes	preuaricantes
odiui	odiui
Non	Non
adhesit	adhesit
mͥ	michi
cor	cor
prauũ	prauum
declinãtem	declinantem
ad	ad
me	me
malignum	malignum
nõ	non
cognoscebam	cognoscebam
Detrahentem	Detrahentem
secreto	secreto
ꝓxĩo	proximo
suo	suo
hunc	hunc
persequebar	persequebar
Suꝑbo	Superbo
oculo	oculo
	et

ĩsaciabili	insaciabili
corde	corde
cũ	cum
hoc	hoc
nõ	non
edebam	edebam
Occl̃i	Occuli
mei	mei
ad	ad
fideles	fideles
t͛re	terre
ut	ut
sedeant	sedeant
mecum	mecum
ambulãs	ambulans
ĩ	in
uia	uia
ĩmaculata	inmaculata
hic	hic
mͥ	michi
minis	minis
trabat	trabat
Non	Non
h̃itabit	habitabit
ĩ	in

medio	medio
dom	domus
m̃e	mee
qui	qui
facit	facit
suꝑbiam	superbiam
qui	qui
loquitur	loquitur
iniqua	iniqua
nõ	non
direxit	direxit
ĩ	in
ꝯspectu	conspectu
occl̃oꝝ	occuorum
nr̃oꝝ	nostrorum
In	In
matutino	matutino
ĩt͛ficiebã	interficiebam
om̃s	omnes
pcc̃ores	peccatores
t͛re	terre
ut	ut
disperderẽt	disperderent
de	de
ciuitate	ciuitate

dñi	domini
operantes	operantes
ĩiquitatem	iniquitatem
d̃d	dauid
Dñe	Domine
exaudi	exaudi
or̃onem	orationem
meam	meam
et	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
Non	Non
auertas	auertas
faciem	faciem
tuama	tuama
me	me
ĩ	in
qͣcũq	quacumque
die	die
tribulor	tribulor
ĩclina	inclina
ad	ad

Percussus	Percussus
sum	sum
ut	ut
fenũ	fenum
et	et
aruit	aruit
cor	cor
meum	meum
quia	quia
oblitus	oblitus
sũ	sum
comedere	comedere
panem	panem
meũ	meum
A	A
uoce	uoce
gemit	gemitus
sũmei	summei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
Sĩlis	Similis
fc̃us	factus

sũ	sum
pellicano	pellicano
solitud̃is	solitudniis
fc̃us	factus
sum	sum
sicut	sicut
niticorax	niticorax
ĩ	in
domicilio	domicilio
Uigilaui	Uigilaui
	et
fc̃us	factus
sũ	sum
sicut	sicut
passer	passer
solitarius	solitarius
ĩ	in
tecto	tecto
Tota	Tota
die	die
exprobabant	exprobabant
mͥ	michi
ĩmici	inimici
mei	mei
	et

	et
qui	qui
laudabant	laudabant
me	me
adu͛sũ	aduersum
me	me
iurabãt	iurabant
Quia	Quia
cinerem	cinerem
tanꝙͣ	tanquam
panem	panem
mãducabã	manducabam
	et
poculũ	poculum
meu	meum
cũ	cum
fletu	fletu
missebã	missebam
A	A
facie	facie
ire	ire
ĩdignacõnis	indignacionis
tue	tue
	quia
eleuãs	eleuans

allisisti	allisisti
me	me
Dies	Dies
mei	mei
sicut	sicut
ũbra	umbra
declinauerũt	declinauerunt
	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui
Tu	Tu
aut̃	autem
dñe	domine
ĩ	in
et͛nũ	eternum
ꝑmanes	permanes
et	et
memoriale	memoriale
tuũ	tuum
ĩ	in
ge	ge
neratõne	neratione
et	et

suit	spreuit
ces	preces
eoꝝ	eorum
Scribantur	Scribantur
hͨ	hec
ĩ	in
gen͛atione	generatione
alt͛a	altera
et	et
ppl̃s	populus
qui	qui
creabit᷑	creabitur
laudabit	laudabit
dñm	dominum
Quia	Quia
ꝓspeͨxit	prospecxit
de	de
excelso	excelso
sc̃osuo	sanctosuo
dñs	dominus
de	de
celo	celo
ĩ	in
t͛ram	terram
aspexit	aspexit

reges	reges
ut	ut
ẜuiant	seruiant
dño	domino
Respõdit	Respondit
ei	ei
ĩ	in
uia	uia
uͥtutis	uirtutis
sue	sue
paucietatem	paucietatem
dierũ	dierum
meorũ	meorum
nũcia	nuncia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dieꝝ	dierum
meoꝝ	meorum
ĩ	in
gen͛atõne	generatione
	et

Et	Et
sicut	sicut
opertoriũ	opertorium
mutab̃	mutabis
eos	eos
et	et
mutabũtur	mutabuntur
tu	tu
aut̃	autem
idem	idem
ip̃e	ipse
es	es
et	et
ãni	anni
tui	tui
nõ	non
deficient	deficient
Filii	Filii
ẜuorum	seruorum
tuoꝝ	tuorum
h̃itabũt	habitabunt
et	et
semen	semen
eoꝝ	eorum
ĩ	in

scl̃ꝫ	seculum
diriget᷑	dirigetur
ps̃	psalmus
ps̃d̃d	psalmusdauid
Benedic	Benedic
aĩa	anima
m̃a	mea
dño	domino
	et
õia	omnia
q̃	que
intra	intra
me	me
sũt	sunt
nõi	nomini
sc̃o	sancto
ei	eius
b̃ndic	Benedic
aĩa	anima
m̃a	mea
dño	domino
et	et
noli	noli
obliuisci	obliuisci
õs	omnes

retributõnes	retributiones
eius	eius
Qui	Qui
ꝓpiciatur	propiciatur
õib	omnibus
ĩquitatib	iniquitatibus
tuis	tuis
qui	qui
sanat	sanat
õs	omnes
ĩfirmitates	infirmitates
tuas	tuas
Qui	Qui
redemit	redemit
de	de
ĩt͛itu	interitu
uitã	uitam
tuã	tuam
qui	qui
coronat	coronat
te	te
ĩ	in
mĩa	misericordia
	et
miẜatõibus	miserationibus

Qui	Qui
replet	replet
ĩ	in
bonis	bonis
desideriũ	desiderium
tuũ	tuum
renouabr̃	renouabitur
ut	ut
aquile	aquile
iuuẽtus	iuuentus
tua	tua
Faciẽs	Faciens
mĩas	misericordias
dñs	dominus
	et
iudiciũ	iudicium
õib	omnibus
ĩiuriam	iniuriam
pacientib	pacientibus
Notas	Notas
fecit	fecit
uias	uias
moysi	moysi
filiis	filiis
isr̃l	israhel

uolũtates	uoluntates
suas	suas
Miẜator	Miserator
et	et
miẜicos	misericos
sic	sic
dñs	dominus
longanim	longanimus
	et
ml̃tũ	multum
miẜicors	misericors
Non	Non
in	in
perpetuũ	perpetuum
irascetur	irascetur
n	neque
ĩ	in
et͛nũ	eternum
ꝯminabit᷑	comminabitur
Nõ	Non
scd̃m	secundum
pcc̃a	peccata
nr̃a	nostra
fecit	fecit
nobis	nobis

neq	neque
scd̃m	secundum
ĩiquitates	iniquitates
nr̃as	nostras
retribuit	retribuit
nob̃	nobis
Q̃m	Quoniam
scd̃m	secundum
altitudĩe	altitudinem
celi	celi
a	a
t̃ra	terra
corroborauit	corroborauit
mĩam	misericordiam
suã	suam
suꝑ	super
timẽtes	timentes
se	se
Quãtũ	Quantum
distat	distat
ort᷒	ortus
ab	ab
occidẽte	occidente
longe	longe
fecit	fecit

a	a
nobis	nobis
ĩiquitates	iniquitates
nr̃as	nostras
Quomͦ	Quomodo
miẜetur	miseretur
pat̃	pater
filioꝝ	filiorum
miẜt	misertus
ẽ	est
dñs	dominus
tim̃tib	timentibus
se	se
qm̃	quoniam
ip̃e	ipse
cognouit	cognouit
figmẽtum	figmentum
nr̃m	nostrum
Recordatus	Recordatus
ẽ	est
qm̃	quoniam
puluis	puluis
sum᷒	sumus
h̃o	homo
sicut	sicut

fenũ	fenum
dies	dies
ei	eius
tanꝙͣ	tanquam
flos	flos
agri	agri
sic	sic
florebit	florebit
Q̃m	Quoniam
sp̃s	spiritus
pertransibit	pertransibit
ĩ	in
illo	illo
	et
nõ	non
subsistet	subsistet
et	et
nõ	non
cognoscet	cognoscet
ampli	amplius
locũ	locum
suũ	suum
Mĩa	Misericordia
aut̃	autem
dñi	domini

ab	ab
et̃no	eterno
	et
usq	usque
ĩ	in
et̃nũ	eternum
suꝑ	super
timẽtes	timentes
eũ	eum
Et	Et
iusticia	iusticia
illi	illius
ĩ	in
filios	filios
filioꝝ	filiorum
hiis	hiis
qui	qui
seruant	seruant
testamẽtu	testamentum
eius	eius
Et	Et
memores	memores
sũt	sunt
mãdatorũ	mandatorum
ip̃i	ipsius

ad	ad
faciẽdũ	faciendum
ea	ea
Dñs	Dominus
ĩ	in
celo	celo
parauit	parauit
sedẽ	sedem
suã	suam
	et
regnũ	regnum
ip̃i	ipsius
õib	omnibus
dñabr̃	dominabitur
B̃ndicite	Benedicite
dño	domino
angl̃i	angeli
ei	eius
potẽtes	potentes
uͥtute	uirtute
faciẽtes	facientes
uerbu	uerbum
illi	illius
ad	ad
audiẽdã	audiendam

aĩa	anima
mea	mea
dño	domino
ps̃d̃d	psalmusdauid
B̃ndic	Benedic
aĩa	anima
m̃a	mea
domino	domino
dñe	domine
de	deus
m̃s	meus
magnificat	magnificatus
es	es
uehemẽter	uehementer
Confessionẽ	Confessionem
uia	uia
ĩmacl̃ata	inmaculata
hic	hic
mͥ	michi
mĩstrabat	ministrabat
Non	Non
h̃itabit	habitabit
ĩ	in
medio	medio
domus	domus

m̃e	mee
qͥ	qui
facit	facit
suꝑbiã	superbiam
qui	qui
loqͥtur	loquitur
iniqua	iniqua
nõ	non
direxit	direxit
ĩ	in
cõspectu	conspectu
ocl̃oꝝ	oculorum
meoru	meorum
In	In
matutino	matutino
ĩterficiebam	interficiebam
om̃s	omnes
pcc̃ores	peccatores
t͛re	terre
ut	ut
disꝑderẽ	disperderem
de	de
ciuitate	ciuitate
dñi	domini
õs	omnes

operantes	operantes
iniquitatem	iniquitatem
Ã	Antiphona
Iubilate	Iubilate
deo	deo
õis	omnis
terra	terra
Ã	Antiphona
Clamor	Clamor
ps̃	psalmus
Domine	Domine
exaudi	exaudi
or̃onẽ	orationem
meã	meam
	et
clamor	clamor
m̃s	meus
ad	ad
te	te
uẽiat	ueniat
Non	Non
au͛tas	auertas
faciẽ	faciem
tuam	tuam
a	a

me	me
ĩ	in
quac̃q	quacumque
die	die
tribl̃or	tribulor
ĩclina	inclina
ad	ad
me	me
aurem	aurem
tuã	tuam
In	In
quacũq	quacumque
die	die
ĩuocau͛o	inuocauero
te	te
uelociter	uelociter
exaudi	exaudi
me	me
Quia	Quia
deffecer̃t	deffecerunt
sic̃	sicut
fumus	fumus
dies	dies
mei	mei
	et

ossa	ossa
m̃a	mea
sic̃	sicut
cremiũ	cremium
aruer̃t	aruerunt
Percussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meũ	meum
	quia
oblitus	oblitus
sũ	sum
comedere	comedere
panẽ	panem
meũ	meum
A	A
uoce	uoce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os

meũ	meum
carni	carni
m̃e	mee
Similis	Similis
fc̃us	factus
sũ	sum
pellicano	pellicano
solitudĩs	solitudinis
fc̃us	factus
sũ	sum
sicut	sicut
niticorax	niticorax
ĩ	in
domicilio	domicilio
Uigilaui	Uigilaui
	et
fc̃us	factus
sũ	sum
sic̃	sicut
passer	passer
solitarius	solitarius
ĩ	in
tecto	tecto
Tota	Tota
die	die

exꝓbrabãt	exprobrabant
mͥ	michi
ĩimici	inimici
m̃i	mei
	et
qͥ	qui
laudabãt	laudabant
me	me
adu͛sũ	aduersum
m̃	me
iurabãt	iurabant
Qr	Quia
cinerẽ	cinerem
tanꝙͣ	tanquam
panem	panem
mãducabã	manducabam
	et
potum	potum
meũ	meum
cũ	cum
fletu	fletu
misceba	miscebam
facie	facie
ire	ire
et	et

ĩdignatõis	indignationis
tue	tue
	quia
eleuãs	eleuans
allisisti	allisisti
me	me
Dies	Dies
mei	mei
sic̃	sicut
umbra	umbra
declinauer̃t	declinauerunt
	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
Tu	Tu
ãt	autem
dñe	domine
ĩ	in
et͛num	eternum
ꝑmanes	permanes
	et
memoriale	memoriale
tuũ	tuum

in	in
gen͛atione	generatione
	et
gen͛ationẽ	generationem
Tu	Tu
exurgẽs	exurgens
miẜeberis	misereberis
syon	syon
	quia
tempus	tempus
miserendi	miserendi
ei	eius
	quia
uẽit	uenit
tẽpus	tempus
Q̃m	Quoniam
placuer̃t	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
	et
t͛re	terre
eius	eius
miserebũtur	miserebuntur

Et	Et
tĩebũt	timebunt
gentes	gentes
nomẽ	nomen
tuum	tuum
dñe	domine
	et
om̃s	omnes
reges	reges
t͛re	terre
gl̃iam	gloriam
tuã	tuam
Qr	Quia
hedificabit	hedificabit
dñs	dominus
syon	syon
	et
uidebit᷑	uidebitur
ĩ	in
gl̃ia	gloria
sua	sua
Respexit	Respexit
ĩ	in
or̃one	orationem
hũiliũ	humilium

et	et
non	non
spreuit	spreuit
ces	preces
eoꝝ	eorum
Scribant᷑	Scribantur
hec	hec
ĩ	in
gen͛atõe	generatione
altera	altera
	et
ppl̃s	populus
qͥ	qui
creabit᷑	creabitur
laudabit	laudabit
dñm	dominum
Qr	Quia
ꝓspex̃	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dñs	dominus
de	de
celo	celo

ĩ	in
terrã	terram
aspexit	aspexit
Ut	Ut
audiret	audiret
gemit	gemitus
conpeditoꝝ	conpeditorum
ut	ut
solueret	solueret
filios	filios
interẽptoꝝ	interemptorum
Et	Et
ãnũtiẽt	annuntient
ĩ	in
syõ	syon
nomen	nomen
dñi	domini
	et
laudem	laudem
ei	eius
ĩ	in
ihrl̃m	ierusalem
In	In
cõueniẽdo	conueniendo
ppl̃os	populos

ĩ	in
unũ	unum
et	et
reges	reges
ut	ut
ẜuiant	seruiant
doͦ	domino
Respondit	Respondit
ei	ei
ĩ	in
uia	uia
uͥtutis	uirtutis
sue	sue
paucitatẽ	paucitatem
dierũ	dierum
meorũ	meorum
nũcia	nuncia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dierũ	dierum
m̃oꝝ	meorum

ĩ	in
gñone	generatione
	et
gen͛atõẽ	generationem
ãni	anni
tui	tui
Inicio	Inicio
tu	tu
dñe	domine
t͛ram	terram
fũdasti	fundasti
	et
opera	opera
manuũ	manuum
tuarũ	tuarum
sũt	sunt
celi	celi
Ip̃i	Ipsi
peribũt	peribunt
tu	tu
ãt	autem
ꝑmanes	permanes
	et
õs	omnes
sic̃	sicut

uestimẽtũ	uestimentum
ueterascent	ueterascent
Et	Et
sic̃	sicut
oꝑtoriũ	opertorium
mutabis	mutabis
eos	eos
et	et
mutabunt᷑	mutabuntur
tu	tu
aut̃	autem
idem	idem
ip̃e	ipse
es	es
	et
ãni	anni
tui	tui
nõ	non
defficiẽt	defficient
Filii	Filii
ẜuoꝝ	seruorum
tuoꝝ	tuorum
h̃itabũt	habitabunt
	et
semẽ	semen

eoꝝ	eorum
ĩ	in
scl̃m	seculum
dirigetur	dirigetur
Benedic	Benedic
aĩa	anima
m̃a	mea
dño	domino
et	et
õia	omnia
q̃	que
ĩtra	intra
me	me
sunt	sunt
nom̃i	nomini
sc̃o	sancto
ei	eius
b̃ndic	Benedic
aĩa	anima
m̃a	mea
dño	domino
et	et
noli	noli
obliuisci	obliuisci
õs	omnes

retributõnes	retributiones
ei	eius
Qͥ	Qui
ꝓpiciaat᷑	propiciaatur
sicõibus	sicomnibus
ĩiqͥtatibus	iniquitatibus
tuis	tuis
qͥ	qui
sanat	sanat
om̃s	omnes
ĩfirmitates	infirmitates
tuas	tuas
Qͥ	Qui
redimit	redimit
de	de
ĩteritu	interitu
uitã	uitam
tuam	tuam
qͥ	qui
coronat	coronat
te	te
ĩ	in
mĩa	misericordia
	et
miẜationib	miserationibus

Qͥ	Qui
replet	replet
ĩ	in
bo	bo
/	/
>nis	>nis
desideriũ	desiderium
tuũ	tuum
renouabr̃	renouabitur
ut	ut
aquile	aquile
iuuẽtus	iuuentus
tua	tua
aciens	aciens
mĩas	misericordias
dñs	dominus
	et
iudiciu	iudicium
õib᷒	omnibus
ĩiuriã	iniuriam
patientibus	patientibus
Notas	Notas
fecit	fecit
uias	uias
suas	suas

moysi	moysi
filiis	filiis
isr̃l	israhel
uolũtates	uoluntates
suas	suas
Miserator	Miserator
	et
miẜicors	misericors
dñs	dominus
longanim᷒	longanimus
	et
ml̃tu	multum
miẜicors	misericors
Non	Non
ĩ	in
ꝑpetuũ	perpetuum
irascet᷑	irascetur
neq	neque
in	in
et͛nũ	eternum
cõmĩabit᷑	comminabitur
Non	Non
scd̃	secundum
pcc̃a	peccata
nr̃a	nostra

facias	facias
nb̃	nobis
neq	neque
scd̃	secundum
iniqͥtates	iniquitates
nr̃as	nostras
retribuas	retribuas
nb̃	nobis
Q̃m	Quoniam
scd̃m	secundum
altitudinẽ	altitudinem
celi	celi
a	a
terra	terra
corroborauit	corroborauit
mĩa	misericordiam
suã	suam
suꝑ	super
timẽtes	timentes
se	se
deficiunt	deficiunt
V	V
versus	versus
Quãtũ	Quantum
distat	distat

ort	ortus
ab	ab
occidẽte	occidente
lõge	longe
fec̃	fecit
a	a
nb̃	nobis
ĩiquitates	iniquitates
nr̃as	nostras
Quomͦ	Quomodo
miẜet᷑	miseretur
p̃r	pater
filioꝝ	filiorum
miẜt	misertus
ẽ	est
do᷒	dominus
timẽtib	timentibus
se	se
qm̃	quoniam
ip̃e	ipse
cogͦuit	cognouit
figmẽtũ	figmentum
nr̃	nostrum
Recordat᷒	Recordatus
ẽ	est

locũ	locum
suũ	suum
mĩa	Misericordia
ãt	autem
dñi	domini
ab	ab
et͛no	eterno
	et
usq	usque
in	in
eternum	eternum
super	super
timentes	timentes
eum	eum
Et	Et
iustitia	iustitia
illius	illius
ĩ	in
filios	filios
filioꝝ	filiorum
hiis	hiis
qui	qui
seruant	seruant
testamẽtũ	testamentum
ei᷒	eius

nr̃	noster
ã	antiphona
Qͥ	Qui
mirabl̃ia	mirabilia
fec̃	fecit
do᷒	dominus
IVbilate	IVbilate
d̃o	deo
õis	omnis
t̃ra	terra
s̃uite	seruite
doͦ	domino
ĩ	in
le.	letitia
Introite	Introite
in	in
ꝯspc̃u	conspectu
eius	eius
ĩ	in
exultatõne	exultatione
Scitote	Scitote
qm̃	quoniam
do᷒	dominus
ip̃e	ipse
÷	est

d̃s	deus
ipse	ipse
fecit	fecit
n.	nos
⁊	et
ñ	non
Ppl̃s	Populus
ei᷒	eius
et	et
oues	oues
pascue	pascue
ei᷒	eius
introite	introite
portas	portas
ei᷒	eius
ĩ	in
ꝯfessione	confessione
atͥa	atria
ei᷒	eius
ĩ	in
ymnis	ymnis
ꝯfitẽi	confitemini
Laud̃	Laudate
nom̃	nomen
ei᷒	eius

uia	uia
ĩmaculata	immaculata
qñ	quando
uenies	uenies
ad	ad
me	me
Perambl̃abã	Perambulabam
ĩ	in
innoc̃ntia	innocentia
cordis	cordis
m̃i	mei
ĩ	in
medͦ	medio
dom᷒	domus
mee	mee
Non	Non
ꝓponebã	proponebam
ante	ante
ocl̃os	oculos
meos	meos
